epoch;loss;lr;momentum
0;6.911954402923584;1e-05;0.9
0;6.910571098327637;1e-05;0.9
0;6.910896301269531;1e-05;0.9
0;6.913374900817871;1e-05;0.9
0;6.912705898284912;1e-05;0.9
0;6.910871505737305;1e-05;0.9
0;6.9106879234313965;1e-05;0.9
0;6.911179065704346;1e-05;0.9
0;6.907691955566406;1e-05;0.9
0;6.913374423980713;1e-05;0.9
0;6.911579132080078;1e-05;0.9
0;6.909692764282227;1e-05;0.9
0;6.910794258117676;1e-05;0.9
0;6.9128265380859375;1e-05;0.9
0;6.910028457641602;1e-05;0.9
0;6.910314083099365;1e-05;0.9
0;6.915323734283447;1e-05;0.9
0;6.913064479827881;1e-05;0.9
0;6.911377906799316;1e-05;0.9
0;6.915716171264648;1e-05;0.9
0;6.911987781524658;1e-05;0.9
0;6.912320613861084;1e-05;0.9
0;6.9102325439453125;1e-05;0.9
0;6.9103169441223145;1e-05;0.9
0;6.907910346984863;1e-05;0.9
0;6.913651943206787;1e-05;0.9
0;6.913599014282227;1e-05;0.9
0;6.911111831665039;1e-05;0.9
0;6.910362243652344;1e-05;0.9
0;6.908872127532959;1e-05;0.9
0;6.914350986480713;1e-05;0.9
0;6.909969806671143;1e-05;0.9
0;6.910663604736328;1e-05;0.9
0;6.9119553565979;1e-05;0.9
0;6.911930561065674;1e-05;0.9
0;6.909053325653076;1e-05;0.9
0;6.911597728729248;1e-05;0.9
0;6.910106658935547;1e-05;0.9
0;6.909572124481201;1e-05;0.9
0;6.912866592407227;1e-05;0.9
0;6.907837390899658;1e-05;0.9
0;6.914719581604004;1e-05;0.9
0;6.909895420074463;1e-05;0.9
0;6.9096150398254395;1e-05;0.9
0;6.910940647125244;1e-05;0.9
0;6.91334342956543;1e-05;0.9
0;6.912360191345215;1e-05;0.9
0;6.9103474617004395;1e-05;0.9
0;6.914680004119873;1e-05;0.9
0;6.910477161407471;1e-05;0.9
0;6.911855697631836;1e-05;0.9
0;6.911691665649414;1e-05;0.9
0;6.9117841720581055;1e-05;0.9
0;6.908758163452148;1e-05;0.9
0;6.913976192474365;1e-05;0.9
0;6.912433624267578;1e-05;0.9
0;6.911584854125977;1e-05;0.9
0;6.915767669677734;1e-05;0.9
0;6.913241386413574;1e-05;0.9
0;6.911931037902832;1e-05;0.9
0;6.912814140319824;1e-05;0.9
0;6.909538269042969;1e-05;0.9
0;6.910214900970459;1e-05;0.9
0;6.9105753898620605;1e-05;0.9
0;6.912274360656738;1e-05;0.9
0;6.911929607391357;1e-05;0.9
0;6.908160209655762;1e-05;0.9
0;6.913355827331543;1e-05;0.9
0;6.910175800323486;1e-05;0.9
0;6.911144733428955;1e-05;0.9
0;6.910281658172607;1e-05;0.9
0;6.910338878631592;1e-05;0.9
0;6.912466526031494;1e-05;0.9
0;6.911999702453613;1e-05;0.9
0;6.9111738204956055;1e-05;0.9
0;6.913034439086914;1e-05;0.9
0;6.9081525802612305;1e-05;0.9
0;6.91026496887207;1e-05;0.9
0;6.912348747253418;1e-05;0.9
0;6.911872863769531;1e-05;0.9
0;6.9095869064331055;1e-05;0.9
0;6.911606788635254;1e-05;0.9
0;6.910195350646973;1e-05;0.9
0;6.910003662109375;1e-05;0.9
