epoch;loss;lr;momentum
0;7.461699962615967;0.1;0.9
0;13.529314994812012;0.1;0.9
0;17.61041831970215;0.1;0.9
0;19.637977600097656;0.1;0.9
0;30.438018798828125;0.1;0.9
0;13.275672912597656;0.1;0.9
0;16.239273071289062;0.1;0.9
0;45.434207916259766;0.1;0.9
0;69.21296691894531;0.1;0.9
0;16.9250545501709;0.1;0.9
0;24.19379234313965;0.1;0.9
0;10.581355094909668;0.1;0.9
0;23.787866592407227;0.1;0.9
0;20.35079574584961;0.1;0.9
0;9.264573097229004;0.1;0.9
0;12.851627349853516;0.1;0.9
0;8.854866027832031;0.1;0.9
0;7.981767177581787;0.1;0.9
0;6.1197004318237305;0.1;0.9
0;6.711113452911377;0.1;0.9
0;6.189672946929932;0.1;0.9
0;13.310715675354004;0.1;0.9
0;7.7569475173950195;0.1;0.9
0;4.373932361602783;0.1;0.9
0;7.779629707336426;0.1;0.9
0;4.493777275085449;0.1;0.9
0;5.236815929412842;0.1;0.9
0;6.077840805053711;0.1;0.9
0;5.276783466339111;0.1;0.9
0;3.666315793991089;0.1;0.9
0;2.7092509269714355;0.1;0.9
0;3.9850597381591797;0.1;0.9
0;3.8097996711730957;0.1;0.9
0;2.5018420219421387;0.1;0.9
0;7.078370571136475;0.1;0.9
0;3.4559881687164307;0.1;0.9
0;2.655047655105591;0.1;0.9
0;2.8415565490722656;0.1;0.9
0;2.662476062774658;0.1;0.9
0;5.1992597579956055;0.1;0.9
0;2.425016403198242;0.1;0.9
0;2.9400906562805176;0.1;0.9
0;2.6002988815307617;0.1;0.9
0;3.195711135864258;0.1;0.9
0;3.6873326301574707;0.1;0.9
0;2.324824333190918;0.1;0.9
0;2.417509078979492;0.1;0.9
0;2.4214391708374023;0.1;0.9
0;3.0999152660369873;0.1;0.9
0;3.3577492237091064;0.1;0.9
0;2.4617385864257812;0.1;0.9
0;2.9547903537750244;0.1;0.9
0;2.407343626022339;0.1;0.9
0;2.604379177093506;0.1;0.9
0;2.4448537826538086;0.1;0.9
0;2.469306468963623;0.1;0.9
0;2.4136533737182617;0.1;0.9
0;2.6090142726898193;0.1;0.9
0;2.436192274093628;0.1;0.9
0;2.364011764526367;0.1;0.9
0;2.5634145736694336;0.1;0.9
0;2.4562838077545166;0.1;0.9
0;2.43601131439209;0.1;0.9
0;2.469496488571167;0.1;0.9
0;2.573770046234131;0.1;0.9
0;2.547757148742676;0.1;0.9
0;2.4557247161865234;0.1;0.9
0;2.2368276119232178;0.1;0.9
0;2.49658203125;0.1;0.9
0;2.5499930381774902;0.1;0.9
0;2.400421380996704;0.1;0.9
0;2.4254019260406494;0.1;0.9
0;2.380375385284424;0.1;0.9
0;2.3701021671295166;0.1;0.9
0;2.458761215209961;0.1;0.9
0;2.38968825340271;0.1;0.9
0;2.2336673736572266;0.1;0.9
0;2.138115406036377;0.1;0.9
0;2.1897168159484863;0.1;0.9
0;2.255484104156494;0.1;0.9
0;2.1789512634277344;0.1;0.9
0;2.3425211906433105;0.1;0.9
0;2.2080986499786377;0.1;0.9
0;2.0434255599975586;0.1;0.9
0;2.289945125579834;0.1;0.9
0;2.192392110824585;0.1;0.9
0;2.260403633117676;0.1;0.9
0;2.0667667388916016;0.1;0.9
0;2.1739954948425293;0.1;0.9
0;2.317392587661743;0.1;0.9
0;2.2729082107543945;0.1;0.9
0;2.3020927906036377;0.1;0.9
0;2.200312614440918;0.1;0.9
0;2.238119602203369;0.1;0.9
0;2.139314889907837;0.1;0.9
0;2.1878440380096436;0.1;0.9
0;2.078695297241211;0.1;0.9
0;2.236358642578125;0.1;0.9
0;2.20674729347229;0.1;0.9
0;2.0800232887268066;0.1;0.9
0;2.1263415813446045;0.1;0.9
0;2.249192237854004;0.1;0.9
0;1.9989641904830933;0.1;0.9
0;2.2530252933502197;0.1;0.9
0;2.373145580291748;0.1;0.9
0;1.9437167644500732;0.1;0.9
0;2.2148196697235107;0.1;0.9
0;2.2679619789123535;0.1;0.9
0;2.0561726093292236;0.1;0.9
0;2.297306776046753;0.1;0.9
0;2.1695969104766846;0.1;0.9
0;2.2230238914489746;0.1;0.9
0;2.186380386352539;0.1;0.9
0;2.076462745666504;0.1;0.9
0;2.1349992752075195;0.1;0.9
0;2.365917682647705;0.1;0.9
0;2.3169736862182617;0.1;0.9
0;2.0911459922790527;0.1;0.9
0;2.27077579498291;0.1;0.9
0;2.2622828483581543;0.1;0.9
0;2.1259188652038574;0.1;0.9
0;2.2538187503814697;0.1;0.9
0;2.304865598678589;0.1;0.9
0;2.1369271278381348;0.1;0.9
0;2.215820074081421;0.1;0.9
0;2.2661514282226562;0.1;0.9
0;2.2258384227752686;0.1;0.9
0;2.2700726985931396;0.1;0.9
0;2.312972068786621;0.1;0.9
0;2.2182774543762207;0.1;0.9
0;2.264259099960327;0.1;0.9
0;2.1958630084991455;0.1;0.9
0;2.372511863708496;0.1;0.9
0;2.1038968563079834;0.1;0.9
0;2.238813638687134;0.1;0.9
0;2.139343738555908;0.1;0.9
0;2.087385416030884;0.1;0.9
0;2.2836406230926514;0.1;0.9
0;2.2892463207244873;0.1;0.9
0;2.211784839630127;0.1;0.9
0;2.341331720352173;0.1;0.9
0;2.055676221847534;0.1;0.9
0;2.1282334327697754;0.1;0.9
0;2.056108236312866;0.1;0.9
0;2.022881031036377;0.1;0.9
0;2.1942758560180664;0.1;0.9
0;2.0026543140411377;0.1;0.9
0;2.3666348457336426;0.1;0.9
0;2.1278412342071533;0.1;0.9
0;2.15826678276062;0.1;0.9
0;1.9839403629302979;0.1;0.9
0;2.2088966369628906;0.1;0.9
0;2.182359218597412;0.1;0.9
0;2.115877389907837;0.1;0.9
0;2.195986032485962;0.1;0.9
0;2.1945877075195312;0.1;0.9
0;2.2175071239471436;0.1;0.9
0;2.1567955017089844;0.1;0.9
0;2.1969125270843506;0.1;0.9
0;2.1674692630767822;0.1;0.9
0;2.2436487674713135;0.1;0.9
0;2.0126044750213623;0.1;0.9
0;2.263963222503662;0.1;0.9
0;2.2408556938171387;0.1;0.9
0;2.158324718475342;0.1;0.9
