epoch;loss;lr;momentum
0;6.902434825897217;0.0001;0.9
0;6.905129909515381;0.0001;0.9
0;6.905650615692139;0.0001;0.9
0;6.905163288116455;0.0001;0.9
0;6.9036970138549805;0.0001;0.9
0;6.904594421386719;0.0001;0.9
0;6.903107166290283;0.0001;0.9
0;6.905200958251953;0.0001;0.9
0;6.9030022621154785;0.0001;0.9
0;6.90479040145874;0.0001;0.9
0;6.90212869644165;0.0001;0.9
0;6.90444278717041;0.0001;0.9
0;6.899776458740234;0.0001;0.9
0;6.904592990875244;0.0001;0.9
0;6.903339862823486;0.0001;0.9
0;6.905459880828857;0.0001;0.9
0;6.901967525482178;0.0001;0.9
0;6.901024341583252;0.0001;0.9
0;6.9024786949157715;0.0001;0.9
0;6.902517318725586;0.0001;0.9
0;6.903077602386475;0.0001;0.9
0;6.904206275939941;0.0001;0.9
0;6.902759075164795;0.0001;0.9
0;6.901078701019287;0.0001;0.9
0;6.903313159942627;0.0001;0.9
0;6.903766632080078;0.0001;0.9
0;6.901494026184082;0.0001;0.9
0;6.901244163513184;0.0001;0.9
0;6.900318145751953;0.0001;0.9
0;6.901081562042236;0.0001;0.9
0;6.901287078857422;0.0001;0.9
0;6.9020233154296875;0.0001;0.9
0;6.902472972869873;0.0001;0.9
0;6.900341510772705;0.0001;0.9
0;6.901930809020996;0.0001;0.9
0;6.903158664703369;0.0001;0.9
0;6.899803161621094;0.0001;0.9
0;6.901134014129639;0.0001;0.9
0;6.901608467102051;0.0001;0.9
0;6.898663520812988;0.0001;0.9
0;6.901362419128418;0.0001;0.9
0;6.900537490844727;0.0001;0.9
0;6.900384902954102;0.0001;0.9
0;6.901468276977539;0.0001;0.9
0;6.9004082679748535;0.0001;0.9
0;6.9008026123046875;0.0001;0.9
0;6.89857816696167;0.0001;0.9
0;6.901424407958984;0.0001;0.9
0;6.8998003005981445;0.0001;0.9
0;6.900382995605469;0.0001;0.9
0;6.8986945152282715;0.0001;0.9
0;6.8989410400390625;0.0001;0.9
0;6.898949146270752;0.0001;0.9
0;6.899379253387451;0.0001;0.9
0;6.898647308349609;0.0001;0.9
0;6.89813756942749;0.0001;0.9
0;6.898849964141846;0.0001;0.9
0;6.896512985229492;0.0001;0.9
0;6.900486946105957;0.0001;0.9
0;6.899290561676025;0.0001;0.9
0;6.898669719696045;0.0001;0.9
0;6.899071216583252;0.0001;0.9
0;6.899676322937012;0.0001;0.9
0;6.896819114685059;0.0001;0.9
0;6.8966546058654785;0.0001;0.9
0;6.898056983947754;0.0001;0.9
0;6.898099422454834;0.0001;0.9
0;6.897890567779541;0.0001;0.9
0;6.897836685180664;0.0001;0.9
0;6.896720886230469;0.0001;0.9
0;6.897066116333008;0.0001;0.9
0;6.897381782531738;0.0001;0.9
0;6.8979692459106445;0.0001;0.9
0;6.895153045654297;0.0001;0.9
0;6.8970255851745605;0.0001;0.9
0;6.898410320281982;0.0001;0.9
0;6.896683216094971;0.0001;0.9
0;6.899199962615967;0.0001;0.9
0;6.894885063171387;0.0001;0.9
0;6.896510124206543;0.0001;0.9
0;6.895481109619141;0.0001;0.9
0;6.895971775054932;0.0001;0.9
0;6.8966288566589355;0.0001;0.9
0;6.895882606506348;0.0001;0.9
0;6.895565509796143;0.0001;0.9
0;6.896550178527832;0.0001;0.9
0;6.894778251647949;0.0001;0.9
0;6.894809246063232;0.0001;0.9
0;6.896285057067871;0.0001;0.9
0;6.895634651184082;0.0001;0.9
0;6.894545555114746;0.0001;0.9
0;6.8946099281311035;0.0001;0.9
0;6.895484447479248;0.0001;0.9
0;6.894853115081787;0.0001;0.9
0;6.8948774337768555;0.0001;0.9
0;6.896993160247803;0.0001;0.9
0;6.894001007080078;0.0001;0.9
0;6.894034385681152;0.0001;0.9
0;6.893754959106445;0.0001;0.9
0;6.895435333251953;0.0001;0.9
0;6.893897533416748;0.0001;0.9
0;6.8934526443481445;0.0001;0.9
0;6.894171237945557;0.0001;0.9
0;6.8917975425720215;0.0001;0.9
0;6.894007205963135;0.0001;0.9
0;6.893741130828857;0.0001;0.9
0;6.894048690795898;0.0001;0.9
0;6.894641399383545;0.0001;0.9
0;6.893872261047363;0.0001;0.9
0;6.892784595489502;0.0001;0.9
0;6.8932366371154785;0.0001;0.9
0;6.892955303192139;0.0001;0.9
0;6.892027378082275;0.0001;0.9
0;6.894451141357422;0.0001;0.9
0;6.894132614135742;0.0001;0.9
0;6.893881320953369;0.0001;0.9
0;6.892850875854492;0.0001;0.9
0;6.893113613128662;0.0001;0.9
0;6.891670227050781;0.0001;0.9
0;6.891892433166504;0.0001;0.9
0;6.893091678619385;0.0001;0.9
0;6.890484809875488;0.0001;0.9
0;6.891802787780762;0.0001;0.9
0;6.890585899353027;0.0001;0.9
0;6.891794204711914;0.0001;0.9
0;6.890617370605469;0.0001;0.9
0;6.891227722167969;0.0001;0.9
0;6.8907790184021;0.0001;0.9
0;6.8937296867370605;0.0001;0.9
0;6.891161918640137;0.0001;0.9
0;6.890639781951904;0.0001;0.9
0;6.89182186126709;0.0001;0.9
0;6.892563819885254;0.0001;0.9
0;6.891707897186279;0.0001;0.9
0;6.890359878540039;0.0001;0.9
0;6.890491962432861;0.0001;0.9
0;6.889024257659912;0.0001;0.9
0;6.891605854034424;0.0001;0.9
0;6.889887809753418;0.0001;0.9
0;6.890742778778076;0.0001;0.9
0;6.891183376312256;0.0001;0.9
0;6.889721393585205;0.0001;0.9
0;6.890362739562988;0.0001;0.9
0;6.888327121734619;0.0001;0.9
0;6.8901214599609375;0.0001;0.9
0;6.888323783874512;0.0001;0.9
0;6.8900580406188965;0.0001;0.9
0;6.887953758239746;0.0001;0.9
0;6.889144420623779;0.0001;0.9
0;6.889236927032471;0.0001;0.9
0;6.889260768890381;0.0001;0.9
0;6.889756202697754;0.0001;0.9
0;6.889359474182129;0.0001;0.9
0;6.8882904052734375;0.0001;0.9
0;6.889155387878418;0.0001;0.9
0;6.887131214141846;0.0001;0.9
0;6.8880157470703125;0.0001;0.9
0;6.890440940856934;0.0001;0.9
0;6.888354778289795;0.0001;0.9
0;6.887791633605957;0.0001;0.9
0;6.88918924331665;0.0001;0.9
0;6.887729644775391;0.0001;0.9
0;6.887916088104248;0.0001;0.9
0;6.886794567108154;0.0001;0.9
0;6.887645721435547;0.0001;0.9
0;6.886836051940918;0.0001;0.9
0;6.889166355133057;0.0001;0.9
0;6.888488292694092;0.0001;0.9
0;6.887368679046631;0.0001;0.9
0;6.88789176940918;0.0001;0.9
0;6.8860039710998535;0.0001;0.9
0;6.8882036209106445;0.0001;0.9
0;6.885749340057373;0.0001;0.9
0;6.8865580558776855;0.0001;0.9
0;6.885065078735352;0.0001;0.9
0;6.885843276977539;0.0001;0.9
0;6.885025978088379;0.0001;0.9
0;6.883665561676025;0.0001;0.9
0;6.885960578918457;0.0001;0.9
0;6.88601541519165;0.0001;0.9
0;6.886633396148682;0.0001;0.9
0;6.885855674743652;0.0001;0.9
0;6.885530948638916;0.0001;0.9
0;6.883884906768799;0.0001;0.9
0;6.886655807495117;0.0001;0.9
0;6.885636329650879;0.0001;0.9
0;6.8864850997924805;0.0001;0.9
0;6.884599685668945;0.0001;0.9
0;6.884980201721191;0.0001;0.9
0;6.885361671447754;0.0001;0.9
0;6.88494873046875;0.0001;0.9
0;6.886226654052734;0.0001;0.9
0;6.887519359588623;0.0001;0.9
0;6.88312292098999;0.0001;0.9
0;6.881728172302246;0.0001;0.9
0;6.884904861450195;0.0001;0.9
0;6.884342193603516;0.0001;0.9
0;6.883174419403076;0.0001;0.9
